operation_name,index_type,metric,min_rows_for_fit,points_used_for_fit,teacher_model_name,teacher_formula,teacher_r2,teacher_rmse,teacher_mape_percent,teacher_aicc,statistical_model_name,statistical_formula,statistical_r2,statistical_rmse,statistical_mape_percent,statistical_aicc,models_match,expected_priority,recommended_model,use_in_report,report_comment
select,btree_index_nonclustered,avg_elapsed_ms_per_operation,50,13,logarithmic,y = -0.00121876 + 0.00622445·ln(N),0.4796629792548124,0.018661478361251,34.06239061808952,-98.31364037253012,linear,y = 0.0412997 + 0.144486·(N/1e6),0.6170057574968456,0.0160103123658787,27.45980802539157,-102.29757827875538,NO,logarithmic > constant > linear > exponential,logarithmic / near-constant,YES,"SELECT с B-tree индексом теоретически близок к логарифмическому доступу, но на данном диапазоне выглядит почти постоянным из-за малых абсолютных времен."
select,without_index_nonclustered,avg_elapsed_ms_per_operation,50,13,linear,y = 0.326265 + 38.8974·(N/1e6),0.962004032794222,1.0872340807213114,336.8840328934415,7.374560195737975,linear,y = 0.326265 + 38.8974·(N/1e6),0.962004032794222,1.0872340807213114,336.8840328934415,7.374560195737975,YES,linear > logarithmic > constant > exponential,linear,YES,SELECT без индекса физически соответствует последовательному просмотру таблицы; основная интерпретация — линейный рост.
select,btree_index_nonclustered,avg_total_elapsed_ms,50,13,logarithmic,y = -0.243752 + 1.24489·ln(N),0.4796629757567968,3.732295741958088,34.06239048355408,39.44261164331936,linear,y = 8.25995 + 28.8972·(N/1e6),0.6170057370706512,3.2020626076050536,27.45980870630894,35.45867434302808,NO,logarithmic > constant > linear > exponential,logarithmic / near-constant,YES,"SELECT с B-tree индексом теоретически близок к логарифмическому доступу, но на данном диапазоне выглядит почти постоянным из-за малых абсолютных времен."
select,without_index_nonclustered,avg_total_elapsed_ms,50,13,linear,y = 65.253 + 7779.48·(N/1e6),0.962004032841272,217.4468160095012,336.8840290902468,145.1308117098736,linear,y = 65.253 + 7779.48·(N/1e6),0.962004032841272,217.4468160095012,336.8840290902468,145.1308117098736,YES,linear > logarithmic > constant > exponential,linear,YES,SELECT без индекса физически соответствует последовательному просмотру таблицы; основная интерпретация — линейный рост.
size_insert,expression_index,indexes_bytes,50,13,linear,y = 3.449349e+05 + 1.485575e+07·(N/1e6),0.9098633440418596,657626.2326039632,634.7975003804839,353.5061923473041,linear,y = 3.449349e+05 + 1.485575e+07·(N/1e6),0.9098633440418596,657626.2326039632,634.7975003804839,353.5061923473041,YES,linear > logarithmic > constant > exponential,linear,YES,Размер отношения/индексов растет практически линейно от числа строк.
size_insert,function_index,indexes_bytes,50,13,linear,y = 2.478752e+04 + 7.318190e+06·(N/1e6),0.9997213706741142,17183.025263368614,22.55465749175013,258.7436090771824,linear,y = 2.478752e+04 + 7.318190e+06·(N/1e6),0.9997213706741142,17183.025263368614,22.55465749175013,258.7436090771824,YES,linear > logarithmic > constant > exponential,linear,YES,Размер отношения/индексов растет практически линейно от числа строк.
size_insert,no_index,indexes_bytes,50,13,constant,y = -0,1.0,0.0,,-928.9888915510414,constant,y = -0,1.0,0.0,,-928.9888915510414,YES,constant > linear > logarithmic > exponential,constant,YES,"Размер индексов равен нулю, так как индекс отсутствует."
size_insert,simple_btree,indexes_bytes,50,13,linear,y = 2.435983e+04 + 7.298054e+06·(N/1e6),0.9996729379919151,18565.86589478544,22.372197882220902,260.7560801760821,linear,y = 2.435983e+04 + 7.298054e+06·(N/1e6),0.9996729379919151,18565.86589478544,22.372197882220902,260.7560801760821,YES,linear > logarithmic > constant > exponential,linear,YES,Размер отношения/индексов растет практически линейно от числа строк.
size_insert,unique_btree,indexes_bytes,50,13,linear,y = 1.713057e+04 + 2.248216e+07·(N/1e6),0.9999986753911528,3639.18531149768,6.883762301553503,218.3873931215012,linear,y = 1.713057e+04 + 2.248216e+07·(N/1e6),0.9999986753911528,3639.18531149768,6.883762301553503,218.3873931215012,YES,linear > logarithmic > constant > exponential,linear,YES,Размер отношения/индексов растет практически линейно от числа строк.
size_insert,expression_index,relation_bytes,50,13,linear,y = -1.687866e+04 + 8.291568e+07·(N/1e6),0.9999967729205076,20949.045540840183,47.554938419406966,263.8960575004694,linear,y = -1.687866e+04 + 8.291568e+07·(N/1e6),0.9999967729205076,20949.045540840183,47.554938419406966,263.8960575004694,YES,linear > logarithmic > constant > exponential,linear,YES,Размер отношения/индексов растет практически линейно от числа строк.
size_insert,function_index,relation_bytes,50,13,linear,y = -1.687866e+04 + 8.291568e+07·(N/1e6),0.9999967729205076,20949.045540840183,47.554938419406966,263.8960575004694,linear,y = -1.687866e+04 + 8.291568e+07·(N/1e6),0.9999967729205076,20949.045540840183,47.554938419406966,263.8960575004694,YES,linear > logarithmic > constant > exponential,linear,YES,Размер отношения/индексов растет практически линейно от числа строк.
size_insert,no_index,relation_bytes,50,13,linear,y = -1.687866e+04 + 8.291568e+07·(N/1e6),0.9999967729205076,20949.045540840183,47.554938419406966,263.8960575004694,linear,y = -1.687866e+04 + 8.291568e+07·(N/1e6),0.9999967729205076,20949.045540840183,47.554938419406966,263.8960575004694,YES,linear > logarithmic > constant > exponential,linear,YES,Размер отношения/индексов растет практически линейно от числа строк.
size_insert,simple_btree,relation_bytes,50,13,linear,y = -1.687866e+04 + 8.291568e+07·(N/1e6),0.9999967729205076,20949.045540840183,47.554938419406966,263.8960575004694,linear,y = -1.687866e+04 + 8.291568e+07·(N/1e6),0.9999967729205076,20949.045540840183,47.554938419406966,263.8960575004694,YES,linear > logarithmic > constant > exponential,linear,YES,Размер отношения/индексов растет практически линейно от числа строк.
size_insert,unique_btree,relation_bytes,50,13,linear,y = -1.687866e+04 + 8.291568e+07·(N/1e6),0.9999967729205076,20949.045540840183,47.554938419406966,263.8960575004694,linear,y = -1.687866e+04 + 8.291568e+07·(N/1e6),0.9999967729205076,20949.045540840183,47.554938419406966,263.8960575004694,YES,linear > logarithmic > constant > exponential,linear,YES,Размер отношения/индексов растет практически линейно от числа строк.
size_insert,expression_index,total_bytes,50,13,linear,y = 3.556768e+05 + 9.779891e+07·(N/1e6),0.9977498256647612,653210.7351230156,235.31215684234584,353.3310319398119,linear,y = 3.556768e+05 + 9.779891e+07·(N/1e6),0.9977498256647612,653210.7351230156,235.31215684234584,353.3310319398119,YES,linear > logarithmic > constant > exponential,linear,YES,Размер отношения/индексов растет практически линейно от числа строк.
size_insert,function_index,total_bytes,50,13,linear,y = 3.552938e+04 + 9.026135e+07·(N/1e6),0.9999968380617956,22573.62295459621,10.855133763039085,265.8379718211284,linear,y = 3.552938e+04 + 9.026135e+07·(N/1e6),0.9999968380617956,22573.62295459621,10.855133763039085,265.8379718211284,YES,linear > logarithmic > constant > exponential,linear,YES,Размер отношения/индексов растет практически линейно от числа строк.
size_insert,no_index,total_bytes,50,13,linear,y = 1.074186e+04 + 8.294316e+07·(N/1e6),0.9999971868345504,19565.948034278,10.102659630322112,262.1201957164516,linear,y = 1.074186e+04 + 8.294316e+07·(N/1e6),0.9999971868345504,19565.948034278,10.102659630322112,262.1201957164516,YES,linear > logarithmic > constant > exponential,linear,YES,Размер отношения/индексов растет практически линейно от числа строк.
size_insert,simple_btree,total_bytes,50,13,linear,y = 3.510168e+04 + 9.024122e+07·(N/1e6),0.9999965876386588,23445.27038585649,10.768499955998982,266.8230256699776,linear,y = 3.510168e+04 + 9.024122e+07·(N/1e6),0.9999965876386588,23445.27038585649,10.768499955998982,266.8230256699776,YES,linear > logarithmic > constant > exponential,linear,YES,Размер отношения/индексов растет практически линейно от числа строк.
size_insert,unique_btree,total_bytes,50,13,linear,y = 2.787243e+04 + 1.054253e+08·(N/1e6),0.999998522383236,18023.876949374226,7.164966799152241,259.9857690311862,linear,y = 2.787243e+04 + 1.054253e+08·(N/1e6),0.999998522383236,18023.876949374226,7.164966799152241,259.9857690311862,YES,linear > logarithmic > constant > exponential,linear,YES,Размер отношения/индексов растет практически линейно от числа строк.
size_select,btree_index_nonclustered,indexes_bytes,50,13,linear,y = 1.713057e+04 + 2.248216e+07·(N/1e6),0.9999986753911528,3639.18531149768,6.883762301553503,218.3873931215012,linear,y = 1.713057e+04 + 2.248216e+07·(N/1e6),0.9999986753911528,3639.18531149768,6.883762301553503,218.3873931215012,YES,linear > logarithmic > constant > exponential,linear,YES,Размер отношения/индексов растет практически линейно от числа строк.
size_select,without_index_nonclustered,indexes_bytes,50,13,constant,y = -0,1.0,0.0,,-928.9888915510414,constant,y = -0,1.0,0.0,,-928.9888915510414,YES,constant > linear > logarithmic > exponential,constant,YES,"Размер индексов равен нулю, так как индекс отсутствует."
size_select,btree_index_nonclustered,relation_bytes,50,13,linear,y = -1038.07 + 6.819421e+07·(N/1e6),0.9999998964523584,3086.311104233006,8.538860490514697,214.10302782241945,linear,y = -1038.07 + 6.819421e+07·(N/1e6),0.9999998964523584,3086.311104233006,8.538860490514697,214.10302782241945,YES,linear > logarithmic > constant > exponential,linear,YES,Размер отношения/индексов растет практически линейно от числа строк.
size_select,without_index_nonclustered,relation_bytes,50,13,linear,y = -1038.07 + 6.819421e+07·(N/1e6),0.9999998964523584,3086.311104233006,8.538860490514697,214.10302782241945,linear,y = -1038.07 + 6.819421e+07·(N/1e6),0.9999998964523584,3086.311104233006,8.538860490514697,214.10302782241945,YES,linear > logarithmic > constant > exponential,linear,YES,Размер отношения/индексов растет практически линейно от числа строк.
size_select,btree_index_nonclustered,total_bytes,50,13,linear,y = 4.393272e+04 + 9.070951e+07·(N/1e6),0.9999995032735204,8991.53050022652,9.657114941646148,241.90499730064775,linear,y = 4.393272e+04 + 9.070951e+07·(N/1e6),0.9999995032735204,8991.53050022652,9.657114941646148,241.90499730064775,YES,linear > logarithmic > constant > exponential,linear,YES,Размер отношения/индексов растет практически линейно от числа строк.
size_select,without_index_nonclustered,total_bytes,50,13,linear,y = 2.658245e+04 + 6.822170e+07·(N/1e6),0.999999452550852,7099.317347110495,16.205680253622432,235.76160166292672,linear,y = 2.658245e+04 + 6.822170e+07·(N/1e6),0.999999452550852,7099.317347110495,16.205680253622432,235.76160166292672,YES,linear > logarithmic > constant > exponential,linear,YES,Размер отношения/индексов растет практически линейно от числа строк.
size_update,expression_index,indexes_bytes,50,13,linear,y = 9.307695e+04 + 2.933033e+07·(N/1e6),0.9998178842142404,55673.9978642541,57.9652195361414,289.30898079770947,linear,y = 9.307695e+04 + 2.933033e+07·(N/1e6),0.9998178842142404,55673.9978642541,57.9652195361414,289.30898079770947,YES,linear > logarithmic > constant > exponential,linear,YES,Размер отношения/индексов растет практически линейно от числа строк.
size_update,function_index,indexes_bytes,50,13,linear,y = 1.245044e+05 + 2.960034e+07·(N/1e6),0.9994556080614332,97161.1992174206,89.24149748627416,303.7872948694226,linear,y = 1.245044e+05 + 2.960034e+07·(N/1e6),0.9994556080614332,97161.1992174206,89.24149748627416,303.7872948694226,YES,linear > logarithmic > constant > exponential,linear,YES,Размер отношения/индексов растет практически линейно от числа строк.
size_update,no_extra_index,indexes_bytes,50,13,constant,y = 1.650373e+06,-2.220446049250313e-16,3161988.9304928235,3312.7633996966997,391.49814305840187,linear,y = 1.713057e+04 + 2.248216e+07·(N/1e6),0.9999986753911528,3639.18531149768,6.883762301553503,218.3873931215012,NO,constant > linear > logarithmic > exponential,linear,YES,Размер отношения/индексов растет практически линейно от числа строк.
size_update,simple_btree,indexes_bytes,50,13,linear,y = 1.245044e+05 + 2.960034e+07·(N/1e6),0.9994556080614332,97161.1992174206,89.24149748627416,303.7872948694226,linear,y = 1.245044e+05 + 2.960034e+07·(N/1e6),0.9994556080614332,97161.1992174206,89.24149748627416,303.7872948694226,YES,linear > logarithmic > constant > exponential,linear,YES,Размер отношения/индексов растет практически линейно от числа строк.
size_update,unique_btree,indexes_bytes,50,13,linear,y = 3.426114e+04 + 4.496432e+07·(N/1e6),0.9999986753911528,7278.37062299536,6.883762301553503,236.4092198160598,linear,y = 3.426114e+04 + 4.496432e+07·(N/1e6),0.9999986753911528,7278.37062299536,6.883762301553503,236.4092198160598,YES,linear > logarithmic > constant > exponential,linear,YES,Размер отношения/индексов растет практически линейно от числа строк.
size_update,expression_index,relation_bytes,50,13,linear,y = 4586.01 + 8.445048e+07·(N/1e6),0.99999996839231,2111.643416654705,3.114804876181656,204.23576663777024,linear,y = 4586.01 + 8.445048e+07·(N/1e6),0.99999996839231,2111.643416654705,3.114804876181656,204.23576663777024,YES,linear > logarithmic > constant > exponential,linear,YES,Размер отношения/индексов растет практически линейно от числа строк.
size_update,function_index,relation_bytes,50,13,linear,y = 4586.01 + 8.445048e+07·(N/1e6),0.99999996839231,2111.643416654705,3.114804876181656,204.23576663777024,linear,y = 4586.01 + 8.445048e+07·(N/1e6),0.99999996839231,2111.643416654705,3.114804876181656,204.23576663777024,YES,linear > logarithmic > constant > exponential,linear,YES,Размер отношения/индексов растет практически линейно от числа строк.
size_update,no_extra_index,relation_bytes,50,13,linear,y = 4586.01 + 8.445048e+07·(N/1e6),0.99999996839231,2111.643416654705,3.114804876181656,204.23576663777024,linear,y = 4586.01 + 8.445048e+07·(N/1e6),0.99999996839231,2111.643416654705,3.114804876181656,204.23576663777024,YES,linear > logarithmic > constant > exponential,linear,YES,Размер отношения/индексов растет практически линейно от числа строк.
size_update,simple_btree,relation_bytes,50,13,linear,y = 4586.01 + 8.445048e+07·(N/1e6),0.99999996839231,2111.643416654705,3.114804876181656,204.23576663777024,linear,y = 4586.01 + 8.445048e+07·(N/1e6),0.99999996839231,2111.643416654705,3.114804876181656,204.23576663777024,YES,linear > logarithmic > constant > exponential,linear,YES,Размер отношения/индексов растет практически линейно от числа строк.
size_update,unique_btree,relation_bytes,50,13,linear,y = 4586.01 + 8.445048e+07·(N/1e6),0.99999996839231,2111.643416654705,3.114804876181656,204.23576663777024,linear,y = 4586.01 + 8.445048e+07·(N/1e6),0.99999996839231,2111.643416654705,3.114804876181656,204.23576663777024,YES,linear > logarithmic > constant > exponential,linear,YES,Размер отношения/индексов растет практически линейно от числа строк.
size_update,expression_index,total_bytes,50,13,linear,y = 1.276776e+05 + 1.138014e+08·(N/1e6),0.9999871508191556,57373.32985857867,28.882739580494643,290.0907057807328,linear,y = 1.276776e+05 + 1.138014e+08·(N/1e6),0.9999871508191556,57373.32985857867,28.882739580494643,290.0907057807328,YES,linear > logarithmic > constant > exponential,linear,YES,Размер отношения/индексов растет практически линейно от числа строк.
size_update,function_index,total_bytes,50,13,linear,y = 1.591051e+05 + 1.140714e+08·(N/1e6),0.9999626551011856,98044.33263472952,43.13498314274028,304.0225507588435,linear,y = 1.591051e+05 + 1.140714e+08·(N/1e6),0.9999626551011856,98044.33263472952,43.13498314274028,304.0225507588435,YES,linear > logarithmic > constant > exponential,linear,YES,Размер отношения/индексов растет практически линейно от числа строк.
size_update,no_extra_index,total_bytes,50,13,linear,y = 5.173124e+04 + 1.069532e+08·(N/1e6),0.9999996819407808,8483.398705166155,7.574949788122715,240.3925274190535,linear,y = 5.173124e+04 + 1.069532e+08·(N/1e6),0.9999996819407808,8483.398705166155,7.574949788122715,240.3925274190535,YES,linear > logarithmic > constant > exponential,linear,YES,Размер отношения/индексов растет практически линейно от числа строк.
size_update,simple_btree,total_bytes,50,13,linear,y = 1.591051e+05 + 1.140714e+08·(N/1e6),0.9999626551011856,98044.33263472952,43.13498314274028,304.0225507588435,linear,y = 1.591051e+05 + 1.140714e+08·(N/1e6),0.9999626551011856,98044.33263472952,43.13498314274028,304.0225507588435,YES,linear > logarithmic > constant > exponential,linear,YES,Размер отношения/индексов растет практически линейно от числа строк.
size_update,unique_btree,total_bytes,50,13,linear,y = 6.886181e+04 + 1.294354e+08·(N/1e6),0.9999996317391432,11047.215511253637,6.189946344316293,247.2582758167419,linear,y = 6.886181e+04 + 1.294354e+08·(N/1e6),0.9999996317391432,11047.215511253637,6.189946344316293,247.2582758167419,YES,linear > logarithmic > constant > exponential,linear,YES,Размер отношения/индексов растет практически линейно от числа строк.
update,expression_index,avg_elapsed_ms_per_operation,50,13,logarithmic,y = 0.0186202 + -1.966168e-04·ln(N),0.0218127398993546,0.0037900703557409,16.53114616366195,-139.7596381100418,constant,y = 0.0169456,0.0,0.0038320950337192,16.835581870214416,-142.30929773426163,NO,logarithmic > linear > constant > exponential,near-constant / not used,NO,Среднее время одной обновляемой строки на малых временах шумное; лучше использовать суммарное время пакета.
update,function_index,avg_elapsed_ms_per_operation,50,13,logarithmic,y = 0.0209972 + -3.189732e-04·ln(N),0.055048940302892,0.0038041276393504,18.18245545816967,-139.6633831028577,constant,y = 0.0182804,0.0,0.0039133655915662,17.716070447643638,-141.7636588995941,NO,logarithmic > linear > constant > exponential,near-constant / not used,NO,Среднее время одной обновляемой строки на малых временах шумное; лучше использовать суммарное время пакета.
update,no_extra_index,avg_elapsed_ms_per_operation,50,13,constant,y = 0.014864,1.1102230246251563e-16,0.002829667810725,14.774754465423282,-150.19385848159905,constant,y = 0.014864,1.1102230246251563e-16,0.002829667810725,14.774754465423282,-150.19385848159905,YES,constant > logarithmic > linear > exponential,near-constant / not used,NO,Среднее время одной обновляемой строки на малых временах шумное; лучше использовать суммарное время пакета.
update,simple_btree,avg_elapsed_ms_per_operation,50,13,logarithmic,y = 0.0206837 + -4.190007e-04·ln(N),0.0898271311764584,0.0038392256066648,17.145707822045715,-139.42459953891677,constant,y = 0.017115,-2.220446049250313e-16,0.0040242197744282,16.077855087208963,-141.03739366224062,NO,logarithmic > linear > constant > exponential,near-constant / not used,NO,Среднее время одной обновляемой строки на малых временах шумное; лучше использовать суммарное время пакета.
update,unique_btree,avg_elapsed_ms_per_operation,50,13,logarithmic,y = 0.01845 + -2.443709e-04·ln(N),0.0601064504182979,0.0027816272676523,15.651197178984944,-147.80269853576704,constant,y = 0.0163687,0.0,0.0028691919286296,15.699856145144617,-149.83320965379417,NO,logarithmic > linear > constant > exponential,near-constant / not used,NO,Среднее время одной обновляемой строки на малых временах шумное; лучше использовать суммарное время пакета.
update,expression_index,avg_total_elapsed_ms,50,13,logarithmic,y = -0.45133 + 1.55808·ln(N),0.4298081864111535,5.165765028084575,95.5062027209565,47.89338344271054,logarithmic,y = -0.45133 + 1.55808·ln(N),0.4298081864111535,5.165765028084575,95.5062027209565,47.89338344271054,YES,logarithmic > linear > constant > exponential,logarithmic or linear,YES,"UPDATE с дополнительными индексами включает стоимость поиска, записи новой версии строки и обслуживания индексов."
update,function_index,avg_total_elapsed_ms,50,13,logarithmic,y = -1.44567 + 1.7519·ln(N),0.5689866478881453,4.389084296695802,83.61096462111345,43.65713603881505,logarithmic,y = -1.44567 + 1.7519·ln(N),0.5689866478881453,4.389084296695802,83.61096462111345,43.65713603881505,YES,logarithmic > linear > constant > exponential,logarithmic or linear,YES,"UPDATE с дополнительными индексами включает стоимость поиска, записи новой версии строки и обслуживания индексов."
update,no_extra_index,avg_total_elapsed_ms,50,13,constant,y = 11.048,-2.220446049250313e-16,5.92172943821383,169.80840143383392,48.60797843135912,logarithmic,y = -1.09909 + 1.42619·ln(N),0.4806170353720417,4.267685538489143,72.98611800470253,42.9278629476614,NO,constant > logarithmic > linear > exponential,constant / weak logarithmic,YES,UPDATE с техническим lookup-индексом и без дополнительного исследуемого индекса показывает в основном постоянные накладные расходы на пакет.
update,simple_btree,avg_total_elapsed_ms,50,13,logarithmic,y = -3.28813 + 1.82282·ln(N),0.7441997929016866,3.0762344951790306,47.334093577469446,34.41636334606795,logarithmic,y = -3.28813 + 1.82282·ln(N),0.7441997929016866,3.0762344951790306,47.334093577469446,34.41636334606795,YES,logarithmic > linear > constant > exponential,logarithmic or linear,YES,"UPDATE с дополнительными индексами включает стоимость поиска, записи новой версии строки и обслуживания индексов."
update,unique_btree,avg_total_elapsed_ms,50,13,logarithmic,y = -0.538934 + 1.51364·ln(N),0.4872062099976527,4.469997327139853,92.43345824991552,44.13208307742023,logarithmic,y = -0.538934 + 1.51364·ln(N),0.4872062099976527,4.469997327139853,92.43345824991552,44.13208307742023,YES,logarithmic > linear > constant > exponential,logarithmic or linear,YES,"UPDATE с дополнительными индексами включает стоимость поиска, записи новой версии строки и обслуживания индексов."
